0.5 No. of Outliers: 119, Clusters : 0, Silhoutte -2
1.981 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.982 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.983 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.984 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.985 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.986 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.987 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.988 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.989 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.99 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.991 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.992 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.993 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.994 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.995 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.996 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.997 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.998 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
1.999 No. of Outliers: 2, Clusters : 2, Silhoutte 0.21549999713897705
